City,District,OID,ReportYear,ReportDate,Address,ReportNumber,PropertyStatus,PropValue,Serial,Disposition,CallNumber,x,y
BOULDER,East Boulder,1,2015,2015-01-01,5XX MOHAWK,1570056,STOLEN,1095.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.237102966079,39.9975246000214
BOULDER,East Boulder,2,2015,2015-01-01,5XX MOHAWK,1570056,STOLEN,1450.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.237102966079,39.9975246000214
BOULDER,Central Boulder,3,2015,2015-01-05,10XX ARAPAHOE,1500130,STOLEN,1000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281741760842,40.0139455569322
BOULDER,CU Campus,4,2015,2015-01-10,23XX SOUTH,1570045,STOLEN,2700.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.264131147216,40.0196750109141
BOULDER,,5,2015,2015-01-12,8XX ,1570052,STOLEN,3200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,East Boulder,6,2015,2015-01-12,28XX AURORA,1570049,STOLEN,400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.25598659497,40.0039037794829
BOULDER,CU Campus,7,2015,2015-01-13,23XX SPRUCE,1570060,STOLEN,700.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.265422643605,40.0223085666475
BOULDER,,8,2015,2015-01-14,VALID ADDRESS UNAVAILABLE,1570070,STOLEN,160.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,9,2015,2015-01-15,VALID ADDRESS UNAVAILABLE,1570074,STOLEN,800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Central Boulder,10,2015,2015-01-20,20XX 13TH,1500720,STOLEN,748.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.279323438807,40.0189209850865
BOULDER,North Boulder,11,2015,2015-01-20,14XX ZAMIA,1500741,STOLEN,4300.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.278826977873,40.0612172533137
BOULDER,,12,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,13,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,14,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,15,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,East Boulder,16,2015,2015-01-22,6XX MANHATTAN,1500799,STOLEN,600.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.230660861391,39.9989739843712
BOULDER,East Boulder,17,2015,2015-01-22,6XX MANHATTAN,1500799,STOLEN,3000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.230660861391,39.9989739843712
BOULDER,North Boulder,18,2015,2015-01-24,31XX 3RD,1570113,STOLEN,1000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.293149254062,40.0320126472843
BOULDER,North Boulder,19,2015,2015-01-24,31XX 3RD,1570113,STOLEN,550.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.293149254062,40.0320126472843
BOULDER,Valmont,20,2015,2015-01-25,19XX 30TH,1500945,STOLEN,2500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.254091224434,40.0204744370985
BOULDER,Central Boulder,21,2015,2015-01-25,10XX ARAPAHOE,1500946,STOLEN,500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281741760842,40.0139455569322
BOULDER,,22,2015,2015-01-26,29XX ,1500972,STOLEN,2800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Central Boulder,23,2015,2015-01-26,19XX 11TH,1570121,STOLEN,350.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281257788607,40.0168545805032
BOULDER,North Boulder,24,2015,2015-01-27,46XX 16TH,1501038,STOLEN,1202.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.27781560225,40.0600148714053
BOULDER,,25,2015,2015-01-27,VALID ADDRESS UNAVAILABLE,1570128,STOLEN,500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,26,2015,2015-01-29,VALID ADDRESS UNAVAILABLE,1501115,STOLEN,1.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,27,2015,2015-01-29,VALID ADDRESS UNAVAILABLE,1501115,STOLEN,1.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,East Boulder,28,2015,2015-01-29,9XX 28TH,1570141,STOLEN,1800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.257472535585,40.0042568885395
BOULDER,East Boulder,29,2015,2015-02-03,55XX PENNSYLVANIA,1501359,STOLEN,580.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.224918681853,40.0062231629817
BOULDER,Valmont,30,2015,2015-02-03,29XX VALMONT,1570161,STOLEN,800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.254399514286,40.0295052218939
BOULDER,East Boulder,31,2015,2015-02-03,29XX COLLEGE,1501362,STOLEN,200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.256475271504,40.0068743901137
BOULDER,Valmont,32,2015,2015-02-03,28XX KALMIA,1570163,STOLEN,3400.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.256777373633,40.038775517803
BOULDER,North Boulder,33,2015,2015-02-06,36XX 21ST,1501476,STOLEN,1000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.27010830335,40.0405529085015
BOULDER,North Boulder,34,2015,2015-02-06,36XX 21ST,1501476,STOLEN,800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.27010830335,40.0405529085015
BOULDER,South Boulder,35,2015,2015-02-06,3XX 38TH,1570174,STOLEN,400.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.249349238406,39.987863376196
BOULDER,South Boulder,36,2015,2015-02-06,3XX 38TH,1570174,STOLEN,400.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.249349238406,39.987863376196
BOULDER,East Boulder,37,2015,2015-02-07,42XX MONROE,1501556,STOLEN,3600.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.241544729175,40.0049287983274
BOULDER,CU Campus,38,2015,2015-02-09,17XX PEARL,1570202,STOLEN,400.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.273154018144,40.0196189905572
BOULDER,East Boulder,39,2015,2015-02-09,55XX STONEWALL,1570190,STOLEN,550.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.22430022557,40.0013909995952
BOULDER,East Boulder,40,2015,2015-02-09,55XX STONEWALL,1570191,STOLEN,250.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.22430022557,40.0013909995952
BOULDER,,41,2015,2015-02-11,9XX ,1570201,STOLEN,1500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,North Boulder,42,2015,2015-02-16,11XX PORTLAND,1501928,STOLEN,5000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.282810709507,40.0230875657666
BOULDER,CU Campus,43,2015,2015-02-16,3XX SPRUCE,1570225,STOLEN,550.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.291094957326,40.0169873021781
BOULDER,University Hill,44,2015,2015-02-16,8XX MARINE,1570224,STOLEN,800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.283838396576,40.0121334723258
BOULDER,,45,2015,2015-02-17,19XX ,1570218,STOLEN,145.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,South Boulder,46,2015,2015-02-17,1XX 31ST,1570215,STOLEN,800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.256155521113,39.9939664828451
BOULDER,East Boulder,47,2015,2015-02-17,29XX BASELINE,1570239,STOLEN,700.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.254289777935,39.999079582019
BOULDER,East Boulder,48,2015,2015-02-17,11XX 35TH,1570248,STOLEN,700.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.248678598296,40.00691084956
BOULDER,University Hill,49,2015,2015-02-18,17XX 17TH,1570246,STOLEN,500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.272323862717,40.0164147459338
BOULDER,South Boulder,50,2015,2015-02-19,6XX WALDEN,1570261,STOLEN,8000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.236766610842,39.9833483409254
BOULDER,North Boulder,51,2015,2015-02-20,9XX KALMIA,1502147,STOLEN,2500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.284879553149,40.0388605087724
BOULDER,North Boulder,52,2015,2015-02-21,20XX BLUFF,1502171,STOLEN,4000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.269871751316,40.024517798661
BOULDER,South Boulder,53,2015,2015-02-22,26XX BASELINE,1502210,STOLEN,3999.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.261140828268,39.9998232244
BOULDER,South Boulder,54,2015,2015-02-22,26XX BASELINE,1502210,STOLEN,5549.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.261140828268,39.9998232244
BOULDER,Central Boulder,55,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,30.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,56,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,50.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,57,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,30.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,58,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,20.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,59,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,750.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,60,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,75.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,61,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,50.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,East Boulder,62,2015,2015-03-03,42XX MONROE,1570343,STOLEN,1500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.24135480621,40.005002721304
BOULDER,,63,2015,2015-03-08,VALID ADDRESS UNAVAILABLE,1570368,STOLEN,2400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,64,2015,2015-03-09,9XX ,1570377,STOLEN,2000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,East Boulder,65,2015,2015-03-15,7XX 39TH,1570477,STOLEN,100.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.244369598905,40.0017253079616
BOULDER,North Boulder,66,2015,2015-03-15,23XX PANORAMA,1503131,STOLEN,350.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.265576928069,40.0265052460886
BOULDER,Central Boulder,67,2015,2015-03-16,14XX WALNUT,1503175,STOLEN,300.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.276723134598,40.0173072821224
BOULDER,Central Boulder,68,2015,2015-03-16,14XX PEARL,1570411,STOLEN,200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.276210514584,40.0184161279357
BOULDER,Valmont,69,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,3000.0,0,Online Report - No Call Disposition,Online Report - No Call Number,-105.256595211546,40.0398575646433
BOULDER,Valmont,70,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,1000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.256595211546,40.0398575646433
BOULDER,Valmont,71,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,1500.0,0,Online Report - No Call Disposition,Online Report - No Call Number,-105.256595211546,40.0398575646433
BOULDER,Valmont,72,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,2500.0,0,Online Report - No Call Disposition,Online Report - No Call Number,-105.256595211546,40.0398575646433
BOULDER,Central Boulder,73,2015,2015-03-18,11XX WALNUT,1570414,STOLEN,2000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280800752699,40.0169675114557
BOULDER,Valmont,74,2015,2015-03-18,29XX GLENWOOD,1570408,STOLEN,400.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.254325338842,40.0333784313628
BOULDER,North Boulder,75,2015,2015-03-20,6XX NORTH,1503399,STOLEN,1500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.287643798184,40.0248524858677
BOULDER,North Boulder,76,2015,2015-03-23,13XX ALPINE,1570416,STOLEN,150.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.279192255083,40.0252501102182
BOULDER,Central Boulder,77,2015,2015-03-23,10XX PEARL,1503498,STOLEN,45.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281912978358,40.017682711437
BOULDER,Central Boulder,78,2015,2015-03-23,10XX PEARL,1503498,STOLEN,300.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281912978358,40.017682711437
BOULDER,Valmont,79,2015,2015-03-23,33XX ARAPAHOE,1503520,STOLEN,1500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.249303907155,40.0152820804667
BOULDER,Valmont,80,2015,2015-03-23,33XX ARAPAHOE,1503520,STOLEN,1200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.249303907155,40.0152820804667
BOULDER,Valmont,81,2015,2015-03-24,33XX CHISHOLM,1503558,STOLEN,4000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.251447973275,40.0353023618989
BOULDER,South Boulder,82,2015,2015-03-26,6XX WALDEN,1570447,STOLEN,1600.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.236479485677,39.9852905626411
BOULDER,East Boulder,83,2015,2015-03-27,45XX LAGUNA,1503664,STOLEN,1000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.237418848896,39.9984531959173
BOULDER,Valmont,84,2015,2015-03-27,28XX KALMIA,1570450,STOLEN,700.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.256777373633,40.038775517803
BOULDER,North Boulder,85,2015,2015-03-27,26XX JUNIPER,1570461,STOLEN,750.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.262126476641,40.0367602254535
BOULDER,East Boulder,86,2015,2015-03-28,28XX BASELINE,1570452,STOLEN,250.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.256089900429,39.9998403830423
BOULDER,North Boulder,87,2015,2015-03-28,36XX CATALPA,1570459,STOLEN,2500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.273456793567,40.0406508637242
BOULDER,CU Campus,88,2015,2015-03-29,18XX 22ND,1570454,STOLEN,100.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.265911649963,40.0183573312184
BOULDER,Central Boulder,89,2015,2015-03-30,20XX 14TH,1570467,STOLEN,1256.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.277199145268,40.0191516139056
BOULDER,,90,2015,2015-03-31,VALID ADDRESS UNAVAILABLE,1570465,STOLEN,4000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Central Boulder,91,2015,2015-04-02,11XX PEARL,1570478,STOLEN,950.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280287261676,40.0181531422586
BOULDER,,92,2015,2015-04-02,VALID ADDRESS UNAVAILABLE,1570480,STOLEN,3650.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,93,2015,2015-04-02,VALID ADDRESS UNAVAILABLE,1570480,STOLEN,11800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,East Boulder,94,2015,2015-04-03,28XX AURORA,1570486,STOLEN,1200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.25598659497,40.0039037794829
BOULDER,East Boulder,95,2015,2015-04-03,10XX ADAMS,1570487,STOLEN,300.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.255853234885,40.0048780033412
BOULDER,Valmont,96,2015,2015-04-03,16XX 29TH,1570488,STOLEN,500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.254993938793,40.0157083258094
BOULDER,East Boulder,97,2015,2015-04-04,12XX EAST RIDGE,1570490,STOLEN,1500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.255380137576,40.0083908518306
BOULDER,South Boulder,98,2015,2015-04-04,35XX TABLE MESA,1570491,STOLEN,1195.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.252689641045,39.9844294808978
BOULDER,,99,2015,2015-04-05,48XX ,1504090,STOLEN,1000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Central Boulder,100,2015,2015-04-05,20XX 14TH,1570494,STOLEN,900.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.277624879227,40.0186735650004
BOULDER,Valmont,101,2015,2015-04-06,30XX ONEAL,1570499,STOLEN,650.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.252992614159,40.0332926752806
BOULDER,East Boulder,102,2015,2015-04-06,5XX MOHAWK,1570500,STOLEN,900.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.237102966079,39.9975246000214
BOULDER,East Boulder,103,2015,2015-04-07,29XX BASELINE,1570505,STOLEN,300.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.254585990586,40.0014321507201
BOULDER,East Boulder,104,2015,2015-04-08,49XX TABLE MESA,1570508,STOLEN,615.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.233021161337,39.9864436202411
BOULDER,East Boulder,105,2015,2015-04-10,6XX MANHATTAN,1570523,STOLEN,1500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.229947416546,39.99905503631
BOULDER,,106,2015,2015-04-10,VALID ADDRESS UNAVAILABLE,1570522,STOLEN,530.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,University Hill,107,2015,2015-04-10,9XX AURORA,1504371,STOLEN,10000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280206481397,40.0038584571937
BOULDER,University Hill,108,2015,2015-04-10,9XX AURORA,1504371,STOLEN,3000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280206481397,40.0038584571937
BOULDER,University Hill,109,2015,2015-04-10,9XX AURORA,1504371,STOLEN,6000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280206481397,40.0038584571937
BOULDER,CU Campus,110,2015,2015-04-12,16XX ARAPAHOE,1570559,STOLEN,2500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.27345183573,40.0141234173243
BOULDER,Valmont,111,2015,2015-04-12,29XX IRIS,1504452,STOLEN,650.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.25582483527,40.035275568211
BOULDER,South Boulder,112,2015,2015-04-12,36XX TABLE MESA,1570529,STOLEN,800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.251350834472,39.9834335459391
BOULDER,South Boulder,113,2015,2015-04-12,13XX GLEN,1570581,STOLEN,2167.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.26424337441,39.9757906148845
BOULDER,North Boulder,114,2015,2015-04-13,18XX TANSY,1504469,STOLEN,425.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.273049027504,40.058709872246
BOULDER,,115,2015,2015-04-13,VALID ADDRESS UNAVAILABLE,1570533,STOLEN,300.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,CU Campus,116,2015,2015-04-13,16XX ARAPAHOE,1570539,STOLEN,200.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.27345183573,40.0141234173243
BOULDER,North Boulder,117,2015,2015-04-13,27XX IRIS,1570543,STOLEN,850.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.260121687061,40.0371132082644
BOULDER,East Boulder,118,2015,2015-04-14,29XX COLLEGE,1570541,STOLEN,700.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.255189937734,40.0074244819485
BOULDER,,119,2015,2015-04-14,29XX ,1570542,STOLEN,7300.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Valmont,120,2015,2015-04-14,16XX 30TH,1504529,STOLEN,100.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.251823820513,40.0157955665744
BOULDER,East Boulder,121,2015,2015-04-14,5XX 30TH,1570546,STOLEN,2500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.252825119393,39.9980598980545
BOULDER,Central Boulder,122,2015,2015-04-15,10XX PEARL,1570550,STOLEN,4700.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.281912978358,40.017682711437
BOULDER,,123,2015,2015-04-15,19XX ,1570548,STOLEN,900.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Central Boulder,124,2015,2015-04-15,11XX PEARL,1504571,STOLEN,1175.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.280253562758,40.0175309493407
BOULDER,Central Boulder,125,2015,2015-04-15,11XX PEARL,1504571,STOLEN,25.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280253562758,40.0175309493407
BOULDER,North Boulder,126,2015,2015-04-15,46XX 18TH,1504593,STOLEN,3300.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.27484728301,40.0593777272823
BOULDER,North Boulder,127,2015,2015-04-15,46XX 18TH,1504593,STOLEN,2000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.27484728301,40.0593777272823
BOULDER,North Boulder,128,2015,2015-04-15,21XX ORCHARD,1570552,STOLEN,4000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.268921642995,40.0458185447034
BOULDER,University Hill,129,2015,2015-04-16,15XX 10TH,1504602,STOLEN,1200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.280687174345,40.0117630981542
BOULDER,North Boulder,130,2015,2015-04-16,46XX 18TH,1504604,STOLEN,1800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.274849696993,40.0595122452643
BOULDER,North Boulder,131,2015,2015-04-16,4XX ALPINE,1570553,STOLEN,650.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.291032452304,40.0256904809927
BOULDER,North Boulder,132,2015,2015-04-16,24XX PANORAMA,1504614,STOLEN,1035.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.264683877325,40.0260841000829
BOULDER,North Boulder,133,2015,2015-04-16,33XX 28TH,1570554,STOLEN,400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.259888389306,40.0355056364661
BOULDER,,134,2015,2015-04-19,VALID ADDRESS UNAVAILABLE,1570563,STOLEN,2000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,135,2015,2015-04-19,VALID ADDRESS UNAVAILABLE,1570563,STOLEN,2630.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,136,2015,2015-04-19,46XX ,1504755,STOLEN,400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,CU Campus,137,2015,2015-04-20,26XX TAFT,1570568,STOLEN,400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.259802147268,40.0108181138121
BOULDER,,138,2015,2015-04-20,33XX ,1570570,STOLEN,180.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,Valmont,139,2015,2015-04-20,33XX CHISHOLM,1570571,STOLEN,1100.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.252638355903,40.0361270428708
BOULDER,Valmont,140,2015,2015-04-21,33XX CHISHOLM,1504824,STOLEN,500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.252267901023,40.0358320148848
BOULDER,University Hill,141,2015,2015-04-21,8XX BROADWAY,1570584,STOLEN,600.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.266827491605,40.0027934363967
BOULDER,Valmont,142,2015,2015-04-22,48XX EDISON,1570575,STOLEN,800.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.240468878292,40.03121812368
BOULDER,South Boulder,143,2015,2015-04-25,9XX MOORHEAD,1570598,STOLEN,1800.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.236528675215,39.9806610872742
BOULDER,North Boulder,144,2015,2015-04-27,45XX 14TH,1570594,STOLEN,200.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.280212245946,40.0579379348561
BOULDER,Valmont,145,2015,2015-04-27,16XX 29TH,1570593,STOLEN,808.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.254993938793,40.0157083258094
BOULDER,,146,2015,2015-04-28,VALID ADDRESS UNAVAILABLE,1570596,STOLEN,500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,University Hill,147,2015,2015-04-29,19XX CASCADE,1570606,STOLEN,400.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.268032316421,40.002009220588
BOULDER,South Boulder,148,2015,2015-04-29,6XX WALDEN,1570607,STOLEN,650.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.236814023662,39.9847706497353
BOULDER,East Boulder,149,2015,2015-04-30,11XX MONROE,1505248,STOLEN,3200.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.243765018469,40.0065662212611
BOULDER,East Boulder,150,2015,2015-04-30,11XX MONROE,1505269,STOLEN,10000.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.242845801702,40.0063815992215
BOULDER,East Boulder,151,2015,2015-04-30,11XX MONROE,1505269,STOLEN,2500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.242845801702,40.0063815992215
BOULDER,East Boulder,152,2015,2015-04-30,11XX MONROE,1570610,STOLEN,250.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.242197187797,40.0068468561126
BOULDER,Central Boulder,153,2015,2015-05-01,15XX PEARL,1570612,STOLEN,1200.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.275261110721,40.019100060776
BOULDER,South Boulder,154,2015,2015-05-01,7XX MOORHEAD,1570621,STOLEN,1500.0,No,Online Report - No Call Disposition,Online Report - No Call Number,-105.237491445783,39.9824321091009
BOULDER,University Hill,155,2015,2015-05-01,11XX 13TH,1570614,STOLEN,825.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.276043416891,40.0077646453702
BOULDER,,156,2015,2015-05-01,9XX ,1570615,STOLEN,900.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,,157,2015,2015-05-02,VALID ADDRESS UNAVAILABLE,1570618,STOLEN,3000.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
BOULDER,South Boulder,158,2015,2015-05-02,9XX BASELINE,1570635,STOLEN,750.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,-105.282695128434,39.998732228065
BOULDER,,159,2015,2015-05-03,VALID ADDRESS UNAVAILABLE,1505392,STOLEN,500.0,Yes,Online Report - No Call Disposition,Online Report - No Call Number,,
